1,0.00902
0,0.05903
1,0.10903
1,0.15944
0,0.20965
1,0.25966
1,0.30966
0,0.35966
0,0.40965
1,0.46002
0,0.51001
0,0.56009
0,0.61058
1,0.66072
0,0.71072
0,0.76071
1,0.81094
1,0.85142
0,0.90133
1,0.95132
1,1.00134
1,1.05135
0,1.10134
1,1.15134
0,1.20134
1,1.25134
0,1.30134
0,1.35134
1,1.40134
1,1.45134
0,1.50134
1,1.55133
0,1.60143
0,1.65147
1,1.70147
0,1.75147
0,1.80173
1,1.85171
1,1.90168
0,1.95213
0,2.00213
1,2.05295
0,2.10295
1,2.14313
1,2.194
0,2.24406
0,2.29442
0,2.34464
0,2.39455
1,2.44557
1,2.49557
0,2.53916
0,2.58906
1,2.63905
1,2.68915
1,2.73915
0,2.78985
0,2.84007
0,2.8885
1,2.93926
1,2.98991
0,3.0383
0,3.08091
1,3.13248
0,3.18076
1,3.23112
0,3.28364
0,3.33118
1,3.38146
1,3.43268
0,3.48099
1,3.53197
0,3.58179
1,3.63207
1,3.68076
1,3.73102
0,3.78096
0,3.83106
1,3.88066
0,3.93089
1,3.98054
1,4.027
0,4.07734
1,4.12822
1,4.17912
0,4.2276
1,4.27582
0,4.31946
1,4.37751
1,4.42721
0,4.46966
1,4.5196
1,4.56917
1,4.62022
0,4.6706
0,4.72018
0,4.77026
1,4.82016
0,4.87052
0,4.92805
0,4.97068
1,5.01906
