0,0.014
0,0.114
0,0.213
1,0.316
1,0.414
1,0.519
0,0.622
0,0.723
0,0.824
1,0.927
1,1.029
1,1.126
0,1.233
0,1.333
0,1.434
0,1.536
0,1.638
0,1.739
0,1.841
0,1.943
0,2.044
0,2.149
0,2.246
0,2.349
0,2.454
0,2.554
0,2.655
1,2.757
1,2.858
1,2.959
0,3.062
0,3.157
0,3.258
0,3.369
0,3.469
0,3.57
0,3.672
0,3.773
0,3.876
1,3.976
1,4.077
1,4.18
1,4.282
1,4.383
1,4.485
0,4.588
0,4.688
0,4.79
0,4.89
0,4.994
0,5.096
1,5.197
1,5.298
1,5.4
0,5.501
0,5.603
0,5.705
0,5.8
0,5.9
0,6.004
0,6.113
0,6.214
0,6.314
0,6.418
0,6.518
0,6.619
0,6.722
0,6.823
0,6.924
1,7.027
1,7.128
1,7.23
0,7.332
0,7.433
0,7.534
0,7.637
0,7.739
0,7.84
1,7.94
1,8.043
1,8.146
0,8.248
0,8.348
0,8.45
0,8.552
0,8.653
0,8.755
0,8.86
0,8.96
0,9.06
0,9.164
0,9.265
0,9.362
1,9.469
1,9.563
1,9.671
1,9.773
1,9.874
1,9.976
0,10.079
0,10.181
0,10.281
1,0.017
0,0.119
1,0.219
0,0.322
1,0.423
1,0.525
1,0.627
0,0.728
0,0.83
1,0.933
0,1.033
1,1.134
0,1.236
0,1.338
1,1.439
1,1.542
0,1.642
0,1.743
1,1.842
0,1.948
0,2.049
0,2.148
0,2.252
0,2.354
0,2.456
1,2.557
0,2.66
1,2.761
1,2.862
0,2.962
0,3.067
0,3.167
0,3.269
0,3.371
1,3.471
1,3.574
1,3.677
0,3.778
0,3.879
1,3.981
1,4.081
0,4.183
1,4.286
0,4.387
1,4.488
1,4.59
0,4.69
0,4.793
1,4.896
1,4.996
0,5.097
0,5.194
0,5.302
1,5.402
1,5.504
0,5.606
1,5.708
0,5.81
1,5.911
0,6.013
1,6.115
0,6.216
1,6.318
1,6.42
0,6.518
0,6.623
1,6.725
0,6.825
0,6.927
1,7.029
1,7.13
0,7.232
0,7.335
0,7.427
0,7.537
1,7.639
0,7.74
0,7.842
0,7.945
0,8.046
1,8.147
1,8.25
0,8.351
1,8.448
0,8.555
0,8.655
0,8.749
0,8.859
0,8.96
0,9.062
0,9.164
0,9.266
0,9.367
0,9.469
1,9.57
0,9.672
0,9.774
1,9.875
1,9.977
0,10.079
1,10.179
1,10.282
