1,0.01
1,0.111
0,0.212
0,0.312
0,0.414
0,0.513
0,0.605
0,0.704
1,0.813
1,0.905
1,1.004
0,1.109
0,1.204
1,1.307
1,1.406
0,1.506
1,1.607
1,1.71
1,1.808
0,1.908
0,2.008
1,2.099
0,2.208
1,2.309
0,2.407
0,2.497
0,2.607
1,2.705
1,2.806
0,2.906
0,3.004
1,3.101
1,3.201
1,3.302
1,3.403
0,3.503
0,3.603
0,3.703
0,3.795
1,3.902
0,3.997
1,4.103
0,4.201
0,4.302
0,4.401
0,4.499
1,4.6
1,4.7
0,4.798
1,4.895
1,4.995
0,5.098
0,5.188
0,5.289
0,5.396
1,5.497
1,5.596
1,5.695
0,5.796
0,5.896
1,5.988
0,6.094
0,6.192
1,6.293
1,6.393
0,6.494
1,6.584
0,6.684
0,6.792
0,6.891
1,6.991
0,7.092
0,7.186
0,7.29
1,7.39
0,7.481
0,7.588
1,7.685
0,7.779
1,7.887
1,7.988
0,8.083
1,8.183
1,8.283
0,8.385
0,8.486
0,8.582
1,8.684
1,8.781
0,8.883
1,8.984
0,9.082
1,9.183
1,9.277
1,9.376
0,9.477
1,9.582
1,9.678
0,9.778
1,9.88
1,9.98
0,10.08
0,10.179
1,10.274
0,10.371
0,10.478
0,10.571
1,10.675
1,10.778
0,10.878
1,10.978
1,11.077
0,11.177
0,11.274
0,11.374
1,11.475
1,11.575
1,11.672
0,11.775
0,11.871
0,11.971
1,12.065
0,12.17
0,12.273
1,12.371
1,12.463
1,12.563
1,12.672
0,12.766
0,12.871
1,12.964
0,13.07
0,13.169
1,13.264
1,13.368
0,13.465
1,13.565
0,13.666
1,13.766
0,13.867
0,13.959
0,14.059
1,14.16
1,14.262
1,14.365
1,14.463
0,14.565
1,14.658
0,14.758
1,14.864
1,14.959
0,15.057
0,15.158
1,15.254
0,15.356
1,15.455
1,15.557
0,15.658
0,15.756
0,15.858
1,15.958
1,16.057
0,16.158
1,16.258
1,16.359
0,16.457
0,16.557
0,16.652
0,16.754
1,16.852
1,16.954
0,17.045
0,17.151
1,17.255
1,17.347
0,17.447
0,17.546
1,17.65
0,17.749
0,17.849
1,17.948
0,18.043
1,18.144
0,18.251
1,18.349
1,18.451
1,18.55
0,18.65
1,18.75
1,18.849
0,18.95
0,19.046
0,19.142
0,19.248
0,19.346
1,19.447
0,19.546
1,19.646
1,19.737
0,19.837
1,19.938
0,20.038
0,20.138
0,20.241
0,20.34
0,20.441
1,20.541
0,20.64
0,20.74
0,20.842
0,20.941
1,21.04
0,21.133
0,21.24
0,21.34
1,21.441
0,21.531
0,21.636
0,21.739
1,21.835
0,21.935
1,22.038
0,22.129
0,22.231
1,22.332
0,22.433
0,22.536
0,22.636
0,22.733
1,22.834
0,22.933
0,23.033
1,23.133
1,23.233
1,23.331
1,23.431
0,23.533
0,23.628
1,23.729
1,23.832
0,23.929
1,24.029
1,24.129
0,24.229
1,24.329
1,24.423
1,24.521
0,24.623
1,24.723
1,24.827
0,24.925
0,25.027
0,25.124
0,25.226
1,25.326
1,25.424
0,25.524
1,25.625
0,25.723
0,25.823
1,25.925
0,26.022
0,26.123
1,26.219
1,26.321
0,26.418
1,26.513
0,26.614
1,26.715
1,26.817
1,26.917
0,27.017
0,27.117
1,27.218
0,27.309
1,27.411
1,27.51
0,27.613
0,27.712
1,27.815
0,27.907
1,28.008
1,28.115
1,28.206
0,28.308
0,28.41
0,28.51
0,28.614
0,28.712
1,28.809
1,28.911
0,29.012
0,29.112
0,29.212
1,29.304
1,29.405
0,29.505
1,29.6
0,29.701
1,29.802
0,29.904
1,30.005
1,30.106
0,30.207
1,30.307
1,30.398
0,30.499
1,30.606
0,30.701
0,30.805
1,30.905
1,31.006
1,31.104
0,31.195
1,31.304
